"Contig"	"popLRT"	"popQ"	"popQsig"
"16492"	"DKUS022_white_c13828"	"1"	1	FALSE
"16493"	"DKUS022_white_c13832"	"1"	1	FALSE
"16494"	"DKUS022_white_c13833"	"1"	1	FALSE
"16495"	"DKUS022_white_c13837"	"1"	1	FALSE
"16496"	"DKUS022_white_c13838"	"0.00066455938601885"	0.00730177745272134	TRUE
"16497"	"DKUS022_white_c13839"	"0.457066349794381"	1	FALSE
"16498"	"DKUS022_white_c13841"	"0.318036090108772"	0.850213973049358	FALSE
"16499"	"DKUS022_white_c13842"	"0.0356096011272221"	0.156357672711971	FALSE
"16500"	"DKUS022_white_c13843"	"0.00510972066738499"	0.034762081850638	TRUE
"16501"	"DKUS022_white_c13848"	"0.184924909800538"	0.555029396796578	FALSE
"16502"	"DKUS022_white_c13850"	"0.00351862334830456"	0.0259575037725988	TRUE
"16503"	"DKUS022_white_c13851"	"0.194461512966291"	0.57847418188822	FALSE
"16504"	"DKUS022_white_c13855"	"1.18069595142263e-07"	1.04754346184933e-05	TRUE
"16505"	"DKUS022_white_c13857"	"1"	1	FALSE
"16506"	"DKUS022_white_c13861"	"1"	1	FALSE
"16507"	"DKUS022_white_c13862"	"0.0790660586562792"	0.28831354427492	FALSE
"16508"	"DKUS022_white_c13863"	"0.332641958458454"	0.880264144382709	FALSE
"16509"	"DKUS022_white_c13865"	"1"	1	FALSE
"16510"	"DKUS022_white_c13869"	"1"	1	FALSE
"16511"	"DKUS022_white_c13870"	"5.79006447997155e-05"	0.00113284031685086	TRUE
"16512"	"DKUS022_white_c13875"	"1"	1	FALSE
"16513"	"DKUS022_white_c13877"	"0.00132039633911922"	0.0122530210155735	TRUE
"16514"	"DKUS022_white_c1388"	"0.0955805037739418"	0.333716939140693	FALSE
"16515"	"DKUS022_white_c13880"	"1"	1	FALSE
"16516"	"DKUS022_white_c13881"	"0.0170036995855649"	0.0880320491651406	FALSE
"16517"	"DKUS022_white_c13882"	"1"	1	FALSE
"16518"	"DKUS022_white_c13883"	"6.33166289229846e-17"	4.82979245424527e-13	TRUE
"16519"	"DKUS022_white_c13884"	"1"	1	FALSE
"16520"	"DKUS022_white_c13885"	"0.0922168813542462"	0.324460503215032	FALSE
"16521"	"DKUS022_white_c13886"	"1"	1	FALSE
"16522"	"DKUS022_white_c13891"	"1"	1	FALSE
"16523"	"DKUS022_white_c13893"	"4.84426650713734e-05"	0.000990008437145174	TRUE
"16524"	"DKUS022_white_c13897"	"1"	1	FALSE
"16525"	"DKUS022_white_c1390"	"0.193128855841933"	0.575267013174116	FALSE
"16526"	"DKUS022_white_c13902"	"0.225283608152581"	0.648079333611611	FALSE
"16527"	"DKUS022_white_c13908"	"0.000327892367938144"	0.00425006454143103	TRUE
"16528"	"DKUS022_white_c13909"	"0.00117844282863528"	0.0112556492551979	TRUE
"16529"	"DKUS022_white_c13911"	"1"	1	FALSE
"16530"	"DKUS022_white_c13912"	"1"	1	FALSE
"16531"	"DKUS022_white_c13913"	"1"	1	FALSE
"16532"	"DKUS022_white_c13921"	"0.0552256997730644"	0.218506154044481	FALSE
"16533"	"DKUS022_white_c13924"	"0.0427238604690177"	0.17995450450451	FALSE
"16534"	"DKUS022_white_c13925"	"1"	1	FALSE
"16535"	"DKUS022_white_c13932"	"0.664859575644987"	1	FALSE
"16536"	"DKUS022_white_c13934"	"0.0975958416408679"	0.339037114206851	FALSE
"16537"	"DKUS022_white_c13937"	"0.0393207518473424"	0.168871809518047	FALSE
"16538"	"DKUS022_white_c13938"	"0.00228228925703855"	0.0186995729889259	TRUE
"16539"	"DKUS022_white_c13940"	"1"	1	FALSE
"16540"	"DKUS022_white_c13941"	"0.00282000590384649"	0.0220625692661959	TRUE
"16541"	"DKUS022_white_c13944"	"0.991101971478537"	1	FALSE
"16542"	"DKUS022_white_c13946"	"9.16568171761248e-05"	0.00160594686505458	TRUE
"16543"	"DKUS022_white_c13947"	"1"	1	FALSE
"16544"	"DKUS022_white_c13948"	"1"	1	FALSE
"16545"	"DKUS022_white_c1395"	"1"	1	FALSE
"16546"	"DKUS022_white_c13950"	"0.00020783964042139"	0.00299649821952888	TRUE
"16547"	"DKUS022_white_c13953"	"3.26405063646653e-07"	2.25196845226588e-05	TRUE
"16548"	"DKUS022_white_c13960"	"5.63955182252632e-05"	0.00110979687332424	TRUE
"16549"	"DKUS022_white_c13961"	"0.632238426933497"	1	FALSE
"16550"	"DKUS022_white_c13963"	"2.80708644747103e-05"	0.000654471759279684	TRUE
"16551"	"DKUS022_white_c13964"	"0.998643282365757"	1	FALSE
"16552"	"DKUS022_white_c13965"	"0.00373637659975424"	0.0271535840923428	TRUE
"16553"	"DKUS022_white_c13967"	"1"	1	FALSE
"16554"	"DKUS022_white_c13968"	"1"	1	FALSE
"16555"	"DKUS022_white_c13969"	"6.1247337750908e-06"	0.000207642085495078	TRUE
"16556"	"DKUS022_white_c13972"	"1"	1	FALSE
"16557"	"DKUS022_white_c13974"	"0.0726044121744733"	0.269755549462136	FALSE
"16558"	"DKUS022_white_c13975"	"0.0523485237767519"	0.209875587343309	FALSE
"16559"	"DKUS022_white_c13976"	"0.272178211519479"	0.752203395668887	FALSE
"16560"	"DKUS022_white_c13977"	"0.00861021497724274"	0.0520509590452532	FALSE
"16561"	"DKUS022_white_c1398"	"0.000411318248410123"	0.00507178920811868	TRUE
"16562"	"DKUS022_white_c13981"	"1"	1	FALSE
"16563"	"DKUS022_white_c13982"	"1"	1	FALSE
"16564"	"DKUS022_white_c13983"	"0.0703042392557331"	0.263140695310467	FALSE
"16565"	"DKUS022_white_c13984"	"0.0300582277284441"	0.137234272699429	FALSE
"16566"	"DKUS022_white_c13985"	"1"	1	FALSE
"16567"	"DKUS022_white_c13986"	"0.444610316801512"	1	FALSE
"16568"	"DKUS022_white_c13987"	"1"	1	FALSE
"16569"	"DKUS022_white_c13992"	"0.861308117384198"	1	FALSE
"16570"	"DKUS022_white_c13993"	"0.000423536004914483"	0.00519097432494505	TRUE
"16571"	"DKUS022_white_c13994"	"0.493108374284494"	1	FALSE
"16572"	"DKUS022_white_c13995"	"1"	1	FALSE
"16573"	"DKUS022_white_c13996"	"9.74189945142448e-08"	9.10397660220103e-06	TRUE
"16574"	"DKUS022_white_c14000"	"0.720597263393784"	1	FALSE
"16575"	"DKUS022_white_c14002"	"1"	1	FALSE
"16576"	"DKUS022_white_c14005"	"0.101343403916666"	0.349025333292546	FALSE
"16577"	"DKUS022_white_c14007"	"1"	1	FALSE
"16578"	"DKUS022_white_c14010"	"1"	1	FALSE
"16579"	"DKUS022_white_c14011"	"0.21445566077935"	0.624317443154234	FALSE
"16580"	"DKUS022_white_c14014"	"1"	1	FALSE
"16581"	"DKUS022_white_c14017"	"1"	1	FALSE
"16582"	"DKUS022_white_c14018"	"1"	1	FALSE
"16583"	"DKUS022_white_c14020"	"7.78132742994876e-05"	0.00142093878597965	TRUE
"16584"	"DKUS022_white_c14021"	"0.0727473463858721"	0.270163952400892	FALSE
"16585"	"DKUS022_white_c14024"	"1"	1	FALSE
"16586"	"DKUS022_white_c14025"	"0.273167052801084"	0.753877814315003	FALSE
"16587"	"DKUS022_white_c14027"	"1"	1	FALSE
"16588"	"DKUS022_white_c14028"	"0.11845665618285"	0.393848697117916	FALSE
"16589"	"DKUS022_white_c14033"	"1"	1	FALSE
"16590"	"DKUS022_white_c14034"	"0.00824599135651581"	0.0502901635558686	FALSE
"16591"	"DKUS022_white_c14036"	"1"	1	FALSE
"16592"	"DKUS022_white_c14038"	"0.0115125229332489"	0.0649597965306131	FALSE
"16593"	"DKUS022_white_c14039"	"0.236002896112471"	0.67204109810394	FALSE
"16594"	"DKUS022_white_c14041"	"1"	1	FALSE
"16595"	"DKUS022_white_c14043"	"1"	1	FALSE
"16596"	"DKUS022_white_c14047"	"1"	1	FALSE
"16597"	"DKUS022_white_c14048"	"8.29472429684939e-06"	0.000262949223631656	TRUE
"16598"	"DKUS022_white_c14050"	"1"	1	FALSE
"16599"	"DKUS022_white_c14052"	"0.0128777406842994"	0.0706700762157092	FALSE
"16600"	"DKUS022_white_c14056"	"1"	1	FALSE
"16601"	"DKUS022_white_c14057"	"1"	1	FALSE
"16602"	"DKUS022_white_c14061"	"4.76298084637873e-06"	0.000170517820818777	TRUE
"16603"	"DKUS022_white_c14065"	"2.16040379090595e-05"	0.00053095642745165	TRUE
"16604"	"DKUS022_white_c14067"	"1"	1	FALSE
"16605"	"DKUS022_white_c1407"	"2.27546460689411e-06"	9.60954686305233e-05	TRUE
"16606"	"DKUS022_white_c14070"	"1"	1	FALSE
"16607"	"DKUS022_white_c14075"	"0.354432218535288"	0.926052051031744	FALSE
"16608"	"DKUS022_white_c14077"	"1"	1	FALSE
"16609"	"DKUS022_white_c14078"	"0.00306120039814617"	0.023438731881615	TRUE
"16610"	"DKUS022_white_c14079"	"0.143745868434161"	0.457205664303463	FALSE
"16611"	"DKUS022_white_c14080"	"0.151666706143321"	0.475998203851575	FALSE
"16612"	"DKUS022_white_c14081"	"1"	1	FALSE
"16613"	"DKUS022_white_c14084"	"0.0123191004743582"	0.0684663740753401	FALSE
"16614"	"DKUS022_white_c14086"	"2.00816875958835e-05"	0.00049998568088584	TRUE
"16615"	"DKUS022_white_c14087"	"0.025672033663086"	0.12147089883354	FALSE
"16616"	"DKUS022_white_c14088"	"0.00601458097659503"	0.0393433154159862	TRUE
"16617"	"DKUS022_white_c14089"	"1"	1	FALSE
"16618"	"DKUS022_white_c14092"	"1"	1	FALSE
"16619"	"DKUS022_white_c14095"	"1"	1	FALSE
"16620"	"DKUS022_white_c141"	"0.0183406887841535"	0.0933114922728766	FALSE
"16621"	"DKUS022_white_c14100"	"0.000601384874219239"	0.00674736358969569	TRUE
"16622"	"DKUS022_white_c14101"	"0.629124195476664"	1	FALSE
"16623"	"DKUS022_white_c14102"	"1"	1	FALSE
"16624"	"DKUS022_white_c14103"	"1"	1	FALSE
"16625"	"DKUS022_white_c14106"	"0.000172724047527953"	0.00260061985599452	TRUE
"16626"	"DKUS022_white_c14107"	"0.370786139448051"	0.958561888315097	FALSE
"16627"	"DKUS022_white_c14108"	"0.00676705567124696"	0.0431462548617882	TRUE
"16628"	"DKUS022_white_c14109"	"0.0054430556650793"	0.0364167337907904	TRUE
"16629"	"DKUS022_white_c14110"	"1"	1	FALSE
"16630"	"DKUS022_white_c14113"	"1"	1	FALSE
"16631"	"DKUS022_white_c14114"	"1"	1	FALSE
"16632"	"DKUS022_white_c14115"	"1"	1	FALSE
"16633"	"DKUS022_white_c14116"	"1"	1	FALSE
"16634"	"DKUS022_white_c14117"	"1"	1	FALSE
"16635"	"DKUS022_white_c14122"	"0.183940583093201"	0.552673074479542	FALSE
"16636"	"DKUS022_white_c14126"	"1"	1	FALSE
"16637"	"DKUS022_white_c14127"	"5.75444083121066e-08"	6.05446547041033e-06	TRUE
"16638"	"DKUS022_white_c14129"	"1"	1	FALSE
"16639"	"DKUS022_white_c14130"	"1"	1	FALSE
"16640"	"DKUS022_white_c14131"	"0.023064302500814"	0.111571620753839	FALSE
"16641"	"DKUS022_white_c14139"	"1"	1	FALSE
"16642"	"DKUS022_white_c14144"	"1"	1	FALSE
"16643"	"DKUS022_white_c14145"	"1"	1	FALSE
"16644"	"DKUS022_white_c14147"	"1"	1	FALSE
"16645"	"DKUS022_white_c14154"	"0.0676779340407515"	0.255694542279768	FALSE
"16646"	"DKUS022_white_c14160"	"0.00116416094737167"	0.0111543032897486	TRUE
"16647"	"DKUS022_white_c14164"	"1"	1	FALSE
"16648"	"DKUS022_white_c14167"	"0.998757543500702"	1	FALSE
"16649"	"DKUS022_white_c14170"	"0.00440575951485458"	0.0309351131785164	TRUE
"16650"	"DKUS022_white_c14171"	"0.00949415384348812"	0.0561243092264864	FALSE
"16651"	"DKUS022_white_c14172"	"1"	1	FALSE
"16652"	"DKUS022_white_c14174"	"3.11286178178031e-05"	0.000707746935064686	TRUE
"16653"	"DKUS022_white_c14175"	"0.00595646965851163"	0.0390636866674921	TRUE
"16654"	"DKUS022_white_c14176"	"1"	1	FALSE
"16655"	"DKUS022_white_c14181"	"0.198376223520481"	0.587313732976607	FALSE
"16656"	"DKUS022_white_c14183"	"0.011081674604078"	0.0631476432009764	FALSE
"16657"	"DKUS022_white_c14184"	"0.011379350774854"	0.064422813033184	FALSE
"16658"	"DKUS022_white_c14192"	"1"	1	FALSE
"16659"	"DKUS022_white_c14194"	"1"	1	FALSE
"16660"	"DKUS022_white_c14195"	"0.0265931630722423"	0.124813196686703	FALSE
"16661"	"DKUS022_white_c1420"	"0.993354629862232"	1	FALSE
"16662"	"DKUS022_white_c14200"	"1"	1	FALSE
"16663"	"DKUS022_white_c14203"	"1"	1	FALSE
"16664"	"DKUS022_white_c14205"	"1"	1	FALSE
"16665"	"DKUS022_white_c14206"	"0.19476573156504"	0.579125079326853	FALSE
"16666"	"DKUS022_white_c14213"	"0.683552430568313"	1	FALSE
"16667"	"DKUS022_white_c14214"	"6.13859765406774e-05"	0.00118695115095637	TRUE
"16668"	"DKUS022_white_c14222"	"8.54207442503125e-05"	0.00151885649683306	TRUE
"16669"	"DKUS022_white_c14224"	"1"	1	FALSE
"16670"	"DKUS022_white_c14225"	"0.0327085786668838"	0.146689814401993	FALSE
"16671"	"DKUS022_white_c14227"	"1"	1	FALSE
"16672"	"DKUS022_white_c14228"	"6.58057014456016e-06"	0.000218364715879086	TRUE
"16673"	"DKUS022_white_c14230"	"1"	1	FALSE
"16674"	"DKUS022_white_c14232"	"0.612316628464491"	1	FALSE
"16675"	"DKUS022_white_c14234"	"1"	1	FALSE
"16676"	"DKUS022_white_c14235"	"1"	1	FALSE
"16677"	"DKUS022_white_c14242"	"1"	1	FALSE
"16678"	"DKUS022_white_c14243"	"1"	1	FALSE
"16679"	"DKUS022_white_c14244"	"1"	1	FALSE
"16680"	"DKUS022_white_c14245"	"1"	1	FALSE
"16681"	"DKUS022_white_c14246"	"1"	1	FALSE
"16682"	"DKUS022_white_c14247"	"1"	1	FALSE
"16683"	"DKUS022_white_c14249"	"0.0160022597430408"	0.0839152615415762	FALSE
"16684"	"DKUS022_white_c14253"	"0.52329970089576"	1	FALSE
"16685"	"DKUS022_white_c14256"	"0.00321481500527216"	0.0243159235103778	TRUE
"16686"	"DKUS022_white_c14259"	"1"	1	FALSE
"16687"	"DKUS022_white_c14262"	"0.00209603584271035"	0.0174786131819563	TRUE
"16688"	"DKUS022_white_c14263"	"1"	1	FALSE
"16689"	"DKUS022_white_c14268"	"0.00145026452301903"	0.0131894101717904	TRUE
"16690"	"DKUS022_white_c14269"	"0.0653160205781341"	0.249193175352301	FALSE
"16691"	"DKUS022_white_c14271"	"1"	1	FALSE
"16692"	"DKUS022_white_c14273"	"1"	1	FALSE
"16693"	"DKUS022_white_c14275"	"1"	1	FALSE
"16694"	"DKUS022_white_c14276"	"1"	1	FALSE
"16695"	"DKUS022_white_c14278"	"1"	1	FALSE
"16696"	"DKUS022_white_c14279"	"1"	1	FALSE
"16697"	"DKUS022_white_c14280"	"0.000589875643778166"	0.00664892765881239	TRUE
"16698"	"DKUS022_white_c14281"	"3.762181372573e-05"	0.000816441522332485	TRUE
"16699"	"DKUS022_white_c14282"	"1"	1	FALSE
"16700"	"DKUS022_white_c14283"	"1"	1	FALSE
"16701"	"DKUS022_white_c14284"	"1"	1	FALSE
"16702"	"DKUS022_white_c14285"	"0.436240467379086"	1	FALSE
"16703"	"DKUS022_white_c14286"	"1"	1	FALSE
"16704"	"DKUS022_white_c14288"	"0.0674858804691158"	0.255158511136761	FALSE
"16705"	"DKUS022_white_c14291"	"1"	1	FALSE
"16706"	"DKUS022_white_c14292"	"0.208970838948356"	0.611559393630562	FALSE
"16707"	"DKUS022_white_c14294"	"1"	1	FALSE
"16708"	"DKUS022_white_c14299"	"0.0323300850486588"	0.145376988431903	FALSE
"16709"	"DKUS022_white_c143"	"1"	1	FALSE
"16710"	"DKUS022_white_c14304"	"1"	1	FALSE
"16711"	"DKUS022_white_c14305"	"1"	1	FALSE
"16712"	"DKUS022_white_c14308"	"0.00334823157917374"	0.0250518003785555	TRUE
"16713"	"DKUS022_white_c14309"	"1"	1	FALSE
"16714"	"DKUS022_white_c14313"	"0.045583968828832"	0.189180910895718	FALSE
"16715"	"DKUS022_white_c14318"	"0.126998834027482"	0.415659793386595	FALSE
"16716"	"DKUS022_white_c14319"	"0.0352817980180714"	0.155240928852462	FALSE
"16717"	"DKUS022_white_c14320"	"1"	1	FALSE
"16718"	"DKUS022_white_c14321"	"1"	1	FALSE
"16719"	"DKUS022_white_c14324"	"0.53765981965742"	1	FALSE
"16720"	"DKUS022_white_c14327"	"1"	1	FALSE
"16721"	"DKUS022_white_c14329"	"1"	1	FALSE
"16722"	"DKUS022_white_c14331"	"1"	1	FALSE
"16723"	"DKUS022_white_c14333"	"1"	1	FALSE
"16724"	"DKUS022_white_c14335"	"1"	1	FALSE
"16725"	"DKUS022_white_c14338"	"0.99820358204205"	1	FALSE
"16726"	"DKUS022_white_c14339"	"0.592325477237861"	1	FALSE
"16727"	"DKUS022_white_c14340"	"0.00295574904681699"	0.0228607895859265	TRUE
"16728"	"DKUS022_white_c14343"	"1"	1	FALSE
"16729"	"DKUS022_white_c14344"	"1"	1	FALSE
"16730"	"DKUS022_white_c14345"	"1"	1	FALSE
"16731"	"DKUS022_white_c14346"	"0.0378385216398481"	0.163902466251426	FALSE
"16732"	"DKUS022_white_c14348"	"1"	1	FALSE
"16733"	"DKUS022_white_c14350"	"0.0121744102594365"	0.0677918798861076	FALSE
"16734"	"DKUS022_white_c14351"	"0.035161208057601"	0.154866659004478	FALSE
"16735"	"DKUS022_white_c14352"	"1"	1	FALSE
"16736"	"DKUS022_white_c14354"	"0.0329327250822904"	0.14747828688792	FALSE
"16737"	"DKUS022_white_c14358"	"0.06787438841367"	0.256193486390925	FALSE
"16738"	"DKUS022_white_c1436"	"1"	1	FALSE
"16739"	"DKUS022_white_c14361"	"0.0219671726940375"	0.107448280416876	FALSE
"16740"	"DKUS022_white_c14364"	"0.00558824186042265"	0.0371802083831696	TRUE
"16741"	"DKUS022_white_c14365"	"1"	1	FALSE
"16742"	"DKUS022_white_c14366"	"1"	1	FALSE
"16743"	"DKUS022_white_c14367"	"1"	1	FALSE
"16744"	"DKUS022_white_c1437"	"1.81053909965636e-08"	2.39622368726363e-06	TRUE
"16745"	"DKUS022_white_c14370"	"1"	1	FALSE
"16746"	"DKUS022_white_c14373"	"1"	1	FALSE
"16747"	"DKUS022_white_c14374"	"1"	1	FALSE
"16748"	"DKUS022_white_c14376"	"1"	1	FALSE
"16749"	"DKUS022_white_c14377"	"0.999356350087878"	1	FALSE
"16750"	"DKUS022_white_c14380"	"1"	1	FALSE
"16751"	"DKUS022_white_c14381"	"0.0272047749335254"	0.127029167154599	FALSE
"16752"	"DKUS022_white_c14383"	"0.133045953990617"	0.430898858737046	FALSE
"16753"	"DKUS022_white_c14384"	"1"	1	FALSE
"16754"	"DKUS022_white_c14386"	"0.0339881096566916"	0.151106688306131	FALSE
"16755"	"DKUS022_white_c14387"	"1"	1	FALSE
"16756"	"DKUS022_white_c14388"	"0.00049603107875689"	0.00585929611381841	TRUE
"16757"	"DKUS022_white_c14389"	"1"	1	FALSE
"16758"	"DKUS022_white_c14390"	"0.00377433341628161"	0.0273740102680258	TRUE
"16759"	"DKUS022_white_c14398"	"0.147902569208009"	0.46728482440329	FALSE
"16760"	"DKUS022_white_c14404"	"0.0296978909717308"	0.135894128573703	FALSE
"16761"	"DKUS022_white_c14405"	"1"	1	FALSE
"16762"	"DKUS022_white_c14408"	"0.0106415360059181"	0.0613093932425553	FALSE
"16763"	"DKUS022_white_c14413"	"0.731679985144437"	1	FALSE
"16764"	"DKUS022_white_c14414"	"0.00081812057832364"	0.00855905883278275	TRUE
"16765"	"DKUS022_white_c14415"	"0.0265520246202931"	0.12465061676932	FALSE
"16766"	"DKUS022_white_c14416"	"0.999670234183698"	1	FALSE
"16767"	"DKUS022_white_c14418"	"1"	1	FALSE
"16768"	"DKUS022_white_c14426"	"0.000793461032994981"	0.00835983530343331	TRUE
"16769"	"DKUS022_white_c14429"	"0.0511546882319929"	0.206513872364986	FALSE
"16770"	"DKUS022_white_c1443"	"5.40990006512768e-05"	0.00107290783742071	TRUE
"16771"	"DKUS022_white_c14430"	"1.61356022798463e-10"	5.63882407498049e-08	TRUE
"16772"	"DKUS022_white_c14434"	"0.321397554336114"	0.85728491807881	FALSE
"16773"	"DKUS022_white_c14435"	"0.116775289813514"	0.389382836215501	FALSE
"16774"	"DKUS022_white_c14439"	"1"	1	FALSE
"16775"	"DKUS022_white_c14444"	"1"	1	FALSE
"16776"	"DKUS022_white_c14448"	"0.00976741043789917"	0.0573894140730174	FALSE
"16777"	"DKUS022_white_c14449"	"1"	1	FALSE
"16778"	"DKUS022_white_c14450"	"1"	1	FALSE
"16779"	"DKUS022_white_c14452"	"1"	1	FALSE
"16780"	"DKUS022_white_c14454"	"1"	1	FALSE
"16781"	"DKUS022_white_c14456"	"0.228852795285039"	0.656274326495206	FALSE
"16782"	"DKUS022_white_c14457"	"0.00148729489020416"	0.0134312509052866	TRUE
"16783"	"DKUS022_white_c14458"	"0.052210480979572"	0.209432221869283	FALSE
"16784"	"DKUS022_white_c14459"	"0.324992807629347"	0.864706087754281	FALSE
"16785"	"DKUS022_white_c14461"	"3.45403370205588e-07"	2.36272362496569e-05	TRUE
"16786"	"DKUS022_white_c14462"	"0.169390689256225"	0.518790334814147	FALSE
"16787"	"DKUS022_white_c14466"	"1"	1	FALSE
"16788"	"DKUS022_white_c14468"	"0.191595277611792"	0.571396257500831	FALSE
"16789"	"DKUS022_white_c14469"	"1"	1	FALSE
"16790"	"DKUS022_white_c1447"	"1"	1	FALSE
"16791"	"DKUS022_white_c14472"	"0.0266422377888669"	0.124983833969724	FALSE
"16792"	"DKUS022_white_c14474"	"1"	1	FALSE
"16793"	"DKUS022_white_c14475"	"1"	1	FALSE
"16794"	"DKUS022_white_c14476"	"1"	1	FALSE
"16795"	"DKUS022_white_c14477"	"0.0269449420082143"	0.126057048536436	FALSE
"16796"	"DKUS022_white_c14478"	"2.22546633274549e-06"	9.45072077170917e-05	TRUE
"16797"	"DKUS022_white_c14479"	"1"	1	FALSE
"16798"	"DKUS022_white_c1448"	"0.887507364701348"	1	FALSE
"16799"	"DKUS022_white_c14482"	"0.999028746553352"	1	FALSE
"16800"	"DKUS022_white_c14484"	"1"	1	FALSE
"16801"	"DKUS022_white_c14485"	"0.00831013143647589"	0.0505903292876601	FALSE
"16802"	"DKUS022_white_c14488"	"0.000495327729971817"	0.00585565273029837	TRUE
"16803"	"DKUS022_white_c14492"	"0.524952856468767"	1	FALSE
"16804"	"DKUS022_white_c14493"	"1"	1	FALSE
"16805"	"DKUS022_white_c14497"	"1"	1	FALSE
"16806"	"DKUS022_white_c14498"	"1"	1	FALSE
"16807"	"DKUS022_white_c14499"	"0.00996372757822645"	0.0582903376218666	FALSE
"16808"	"DKUS022_white_c14503"	"0.025849174775788"	0.12213860174353	FALSE
"16809"	"DKUS022_white_c14511"	"0.0223483401961441"	0.108911125389674	FALSE
"16810"	"DKUS022_white_c14512"	"1"	1	FALSE
"16811"	"DKUS022_white_c14520"	"1"	1	FALSE
"16812"	"DKUS022_white_c14524"	"1"	1	FALSE
"16813"	"DKUS022_white_c14526"	"1"	1	FALSE
"16814"	"DKUS022_white_c14527"	"0.581451034030757"	1	FALSE
"16815"	"DKUS022_white_c14528"	"1"	1	FALSE
"16816"	"DKUS022_white_c14530"	"1"	1	FALSE
"16817"	"DKUS022_white_c14531"	"0.45925301240572"	1	FALSE
"16818"	"DKUS022_white_c14535"	"0.683220667700755"	1	FALSE
"16819"	"DKUS022_white_c14537"	"0.000448106097522964"	0.00542994966148558	TRUE
"16820"	"DKUS022_white_c14538"	"0.723148049222468"	1	FALSE
"16821"	"DKUS022_white_c14540"	"1"	1	FALSE
"16822"	"DKUS022_white_c14544"	"0.00762725842953295"	0.0473435940650983	TRUE
"16823"	"DKUS022_white_c14545"	"1"	1	FALSE
"16824"	"DKUS022_white_c14547"	"1"	1	FALSE
"16825"	"DKUS022_white_c14548"	"0.590035608472235"	1	FALSE
"16826"	"DKUS022_white_c14550"	"1"	1	FALSE
"16827"	"DKUS022_white_c14552"	"0.00231563592528747"	0.0188996505507145	TRUE
"16828"	"DKUS022_white_c14555"	"0.24732854877473"	0.697229310111472	FALSE
"16829"	"DKUS022_white_c14557"	"0.0885554999467073"	0.31468065153135	FALSE
"16830"	"DKUS022_white_c14563"	"0.206406743250528"	0.60585690717269	FALSE
"16831"	"DKUS022_white_c14565"	"0.00193486577960617"	0.0164104585593727	TRUE
"16832"	"DKUS022_white_c14567"	"1"	1	FALSE
"16833"	"DKUS022_white_c14577"	"2.98274086361369e-09"	5.77837391940196e-07	TRUE
"16834"	"DKUS022_white_c14578"	"1"	1	FALSE
"16835"	"DKUS022_white_c14580"	"0.000469755304141299"	0.00563514057280196	TRUE
"16836"	"DKUS022_white_c14583"	"1"	1	FALSE
"16837"	"DKUS022_white_c14586"	"0.998893407884715"	1	FALSE
"16838"	"DKUS022_white_c1459"	"0.118528007621556"	0.394021525145603	FALSE
"16839"	"DKUS022_white_c14590"	"1"	1	FALSE
"16840"	"DKUS022_white_c14591"	"1"	1	FALSE
"16841"	"DKUS022_white_c14592"	"1"	1	FALSE
"16842"	"DKUS022_white_c14594"	"1"	1	FALSE
"16843"	"DKUS022_white_c14598"	"1"	1	FALSE
"16844"	"DKUS022_white_c14599"	"1"	1	FALSE
"16845"	"DKUS022_white_c1460"	"0.338948580749503"	0.893901991946829	FALSE
"16846"	"DKUS022_white_c14600"	"1"	1	FALSE
"16847"	"DKUS022_white_c14602"	"1"	1	FALSE
"16848"	"DKUS022_white_c14605"	"0.0121908936864755"	0.0678504465236388	FALSE
"16849"	"DKUS022_white_c14607"	"7.93205062529774e-05"	0.0014384828697566	TRUE
"16850"	"DKUS022_white_c14608"	"1"	1	FALSE
"16851"	"DKUS022_white_c14609"	"0.000945625079789642"	0.00954008094559715	TRUE
"16852"	"DKUS022_white_c14611"	"0.00816486818664388"	0.0499051398459291	TRUE
"16853"	"DKUS022_white_c14615"	"1"	1	FALSE
"16854"	"DKUS022_white_c14621"	"1"	1	FALSE
"16855"	"DKUS022_white_c14627"	"0.235214167414376"	0.670170387164762	FALSE
"16856"	"DKUS022_white_c14628"	"7.61355812282507e-10"	1.88865760523283e-07	TRUE
"16857"	"DKUS022_white_c14629"	"1"	1	FALSE
"16858"	"DKUS022_white_c14631"	"0.59200660444537"	1	FALSE
"16859"	"DKUS022_white_c14636"	"3.08686633415282e-05"	0.000704461223542789	TRUE
"16860"	"DKUS022_white_c14637"	"0.0417603095569473"	0.176970911833552	FALSE
"16861"	"DKUS022_white_c14640"	"1"	1	FALSE
"16862"	"DKUS022_white_c14643"	"0.00040693551721578"	0.00502994389357419	TRUE
"16863"	"DKUS022_white_c14647"	"1"	1	FALSE
"16864"	"DKUS022_white_c1465"	"0.999162630543127"	1	FALSE
"16865"	"DKUS022_white_c14652"	"0.000251642638332216"	0.00348135124950922	TRUE
"16866"	"DKUS022_white_c14653"	"0.994297580912055"	1	FALSE
"16867"	"DKUS022_white_c14654"	"0.033352853829441"	0.148955251177386	FALSE
"16868"	"DKUS022_white_c14657"	"1"	1	FALSE
"16869"	"DKUS022_white_c14658"	"1"	1	FALSE
"16870"	"DKUS022_white_c14660"	"0.00026714409038301"	0.00364620911910821	TRUE
"16871"	"DKUS022_white_c14661"	"1"	1	FALSE
"16872"	"DKUS022_white_c14662"	"0.119406623166034"	0.396122303456595	FALSE
